id,content,location,service,price,environment,dish
1230,之前去过正红旗家的，感觉味道还不错，这回过来感觉烤出的串好咸好咸，要的海胆和黄蚬子也不太新鲜，枉费我们排了那么久的队，服务员个个忙，要啥都是答应了就没影了！感觉不会再去了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
1231,还行吧，就是人太多要排很久才有位置。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1232,味道不错，上菜太慢！第一个菜二十分钟后才上来，第二个菜在第一个菜的二十五分钟后才上，结果第二个菜大家伙都没敢吃，就等着下边的菜一起到齐才开吃，服务态度也不好，让催下菜根本没人理，挺差劲的,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1233,偏咸，最重要的是实在太慢，等位和上菜等待的时间太长,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1237,环境非常好，味道也好，有点小贵。,Not Mentioned,Not Mentioned,Negative,Positive,Positive
1238,菜品可以，服务很忙，不是和周到，菜码还可以。不便宜,Not Mentioned,Negative,Negative,Not Mentioned,Positive
1255,价位略高！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
1256,菜品非常好，好多特色菜，少有一点点贵，环境好，服务业态度也不错，他家太火了，来吃饭不想排队都得晚上九十点再来,Not Mentioned,Positive,Negative,Positive,Positive
1276,哎呀 一般 好吃 点的 有点 贵 希望改进下,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1280,主要点了海鲜，吃了很多，自己点的多了，价钱也挺贵的。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
1288,只能说一般吧，价钱蛮贵的，烧烤的量真的是很少。。#烤牛舌# #手撕饼# #海胆蒸蛋#,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
1292,海鲜做的一般又贵。肉串很好吃。牛舌好吃极了，牛肉串也合算够大。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1295,还可以，人均100，不便宜吧。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1297,来过几次，还可以，就是停车位太少了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1300,口重的人吃还可以，对我来说太咸了，上菜速度略慢啊！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1303,烧的很不错，就是人太多，服务员明显不够,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1304,聚会经常去。味道可以。就是地下包间特别潮,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
1308,服务有点跟不上 手机没有一点信号 去完一次根本不敢再去,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1312,海鲜一般又贵，肉串好吃。推荐牛肉和牛舌都好吃。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1316,海鲜比较平价，六点多到的排队大概半个小时,Not Mentioned,Negative,Neutral,Not Mentioned,Not Mentioned
1318,还好吧，但是人很多有点乱套。地下厕所味道很大。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
1319,排队的人很多，但是菜真的有点贵，味道还可以,Not Mentioned,Neutral,Negative,Not Mentioned,Positive
1322,这个上菜速度太慢了，我和朋友都吃完了菜还没上，最后只能打包,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1323,人多，有点小贵，有点乱，其余还可以，味道不错！,Not Mentioned,Not Mentioned,Negative,Negative,Positive
1324,菜的口味很不错，只是服务态度真心不咋滴。菜端来好久都不上桌，直接冷点。需要改进。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1328,还不错，就是护心肉什么太硬了咬不动并不推荐，其他的还挺好,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
1331,味道超级棒，就是太贵。位置很好找。玉米是最好吃的,Positive,Not Mentioned,Negative,Not Mentioned,Positive
1332,离公司比较近，这次15个人吃，这次鱼有味道了，经理尝了下，果断给退了，也没说什么，也许因为天气原因吧，串也臭了点，不爱找了，麻烦，就是这么情况，一般,Not Mentioned,Neutral,Not Mentioned,Negative,Neutral
1334,偏的有点小贵，饭菜质量很好。人太多了，都排队！,Not Mentioned,Negative,Negative,Not Mentioned,Positive
1349,去晚没地方停车，夏季烧烤旺季，人多很吵，服务员忙不过来，菜品味道还不错。#青虾# #海胆蒸蛋# #烤鸡翅# #心管炖鲍鱼#,Not Mentioned,Negative,Not Mentioned,Negative,Positive
1350,在网上搜索到这家正红旗海鲜烧烤大排档 气氛很好 整个墙面是用啤酒瓶摆起来的 海鲜价格只能说不贵 烤串价格挺实惠的 在大连想吃正宗的海鲜大排档感觉有一点难 找了许久都没找到 最后选择了这家 没有让我失望,Negative,Not Mentioned,Positive,Positive,Not Mentioned
1354,我们是2个人感觉服务员态度不怎么好，可能因为我门人少！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1360,中午七九折比团卷还合适哦，晚上排号，人超多,Not Mentioned,Negative,Positive,Not Mentioned,Not Mentioned
1362,小串味道很正宗，大串不喜欢吃，东西不贵，因为地下感觉挺脏的，不过一楼等位的非常多，5:00去的人少,Not Mentioned,Neutral,Neutral,Negative,Neutral
1370,第一次跟同学去大连毕业旅行，到住的地方后就开始搜好吃的，还必须是海鲜，还必须不能太贵，这家的好评太多了，果断来了，确实人多啊，点菜等了20分钟才点上，没白等，好吃到爆，我们四个点了600，用团购券相当于480，还行，吃了很多，有的自助里都不能带的，推荐烧烤吃排虾 烤肉要小串的 鸡爪 护心肉都不错，#黄蚬子# #烤鱿鱼# #烤护心肉# #烤黄鱼 # #辣炒虾爬# 这些是我们几个都喜欢的，然后海蛎也不错，我们每人吃了两个，大补啊，哈哈 喝了大连干啤，挺有特色,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
1376,说实话味道一般，没有沈阳的好吃，而且价位偏贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1377,菜品差，服务态度一般，环境一般,Not Mentioned,Neutral,Not Mentioned,Neutral,Negative
1385,味道还可以的、价格不便宜啊！！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1387,整体还不错，生蚝有点儿小贵，扇贝不错,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1388,烧烤味非常好，只是人多的时候服务跟不上，等着清台，等了快十分钟,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1395,海鲜很新鲜 价格优惠后也是很划算的 环境有点吵,Not Mentioned,Not Mentioned,Positive,Negative,Positive
1404,海鲜不错，就是空调不太好，店里太热了！望改进,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
1419,价格和实惠，口感很一般！可能由于人太多，服务员上错菜，估计这样有过不少损失呢！,Not Mentioned,Negative,Positive,Not Mentioned,Neutral
1423,还可以，就是价格有点贵，环境有点吵,Not Mentioned,Not Mentioned,Negative,Negative,Positive
1424,人很多，有点吵，菜品还不错，上菜有点慢,Not Mentioned,Negative,Not Mentioned,Negative,Positive
1425,服务还不错，不过地上有水，很滑。,Not Mentioned,Positive,Not Mentioned,Negative,Not Mentioned
1432,菜品有特色，护心肉爱吃，羊排也好，海鲜新鲜但小贵。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1434,非常好！推荐想吃海鲜的外地游客可以去试一试！就是人太多，需要排队哦,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1438,菜味道很好！但人太多，又不能订座，菜上太慢！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1443,大串明显缩水了，店家可以涨价啊，为什么把串弄的那么小呢？客人不多但上菜速度特别慢，反复催促很多遍，还是管理方面不到位，其他都一般吧,Not Mentioned,Negative,Not Mentioned,Negative,Negative
1445,服务不错，味道，挺好的，就是就算菜价稍微有点贵了。会翻页等20上菜比较慢，爱，为,Not Mentioned,Neutral,Negative,Not Mentioned,Positive
1451,美团有直接结账的功能，可是饭店只让用十张券，很不合理。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
1460,前天看到网上说这里味道好，我到大连出差，就专门从机场打的过来吃，的确还不错。今天我离开大连，也来这里吃一顿，谁知虾子很不新鲜，像死的，虾头虾身子只有一层快要断的皮连着，虾肉也一点弹性都没有，虾子还很脏，貌似没有洗过。鲍鱼也是很难吃，我不知道是不是新鲜的。我和老婆好失望，没有吃完就走了，这可是我妈妈专门打的半个小时专程来吃的，太失望了，下次来大连我不会再来这家店吃。。。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
1467,感觉味道还不错。环境比较嘈杂。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
1470,不值，网上吹的神乎其神，实际很一般，海鲜也并不便宜，也许是因为我本身就住在海边吧！口味真的很一般，不知道为何会有如此高的评价,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1475,菜还不错，就是人多，上的有点慢，别的还可以，下次有机会还去,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1482,味道不好感觉上当被骗了，来大连的第一次海鲜大餐，跟男朋友吃的想吐，环境挺好的，我们点了188的菜，浪费了一百块钱的菜，真的很难吃。,Not Mentioned,Not Mentioned,Neutral,Positive,Negative
1484,烤串，海鲜，炒菜，味道上来说还可以，但服务员比较混乱，我站在点菜出很长时间没有人理我，点了一个母飞蟹，鲍鱼，鱿鱼，海胆，味道还可以，但虾耙子可真的不好，肉质不新鲜，两个人总共消费400元！,Not Mentioned,Negative,Neutral,Not Mentioned,Neutral
1492,够辣  速度真慢啊  40多分钟才串两个鱼豆腐,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1493,不错，味道挺好的，人特别多，排了老长时间,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1496,价格合理，味道也还行，闷子上的有点晚，烤串儿小份儿，味道可以。,Not Mentioned,Negative,Neutral,Not Mentioned,Neutral
1500,没啥特点 不过 也算可以 人不少 价格偏高,Not Mentioned,Not Mentioned,Negative,Neutral,Neutral
1513,烤辣椒简直要辣死了，麻辣涮肚一般吧，烤串不错，旁边涮肚的电磁炉还坏了。。。烤茄子一般，烤韭菜还行，其他都一般，没什么特色的感觉。去的时间不是饭点，人也不多，服务员服务不好，有几个小孩闹腾，环境一般，台也不太干净，没想象的好。,Not Mentioned,Negative,Not Mentioned,Negative,Neutral
1517,菜品味道还可以，价位一般海鲜挺贵的，有点和大饭店差不多，总得来说性价比一般，要是想吃海鲜，就别去了，其他还好。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1529,菜不错.就是服务员态度奇差。把我女朋友都骂哭了.从来没见过这么差的服务。一顿饭没吃完就被气跑了。经理一直在说是我们态度不好，但不做任何处理。这家饭店绝不会再去第二次，店大客少也不是没有原因的。虽然和紫航是一家老板，但是服务质量简直没法比。各位想买团购的可以去试试，一顿烧烤配上服务员的白眼另有一番滋味。哦对了，我们在和经理讲话的时候，旁边一男服务员瞅着我女朋友说你吃枪药啦？如同黑社会，简直可怕。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1543,真是太值得推荐了，怪不得等这么长时间才有位置。值了，真的是很好吃,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1544,位置好找，上菜速度可以，特意点了网上推荐的护心肉，吃完再不想吃第二次了，而且价位偏高,Positive,Positive,Negative,Not Mentioned,Not Mentioned
1546,挺好吃的   烧烤东西很不错 茄子和牛舌赞一个 还要了斤皮皮虾 80元一斤 贵阿  那个麻辣小海鲜都是贝类 好吃但也没必要点 还点了上汤娃娃菜 里面是带松花蛋的 感觉不是很喜欢 鲜味没了  男票肚子饿点了疙瘩汤  16元… 跪了 好大一盆,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1548,今天吃的海胆非常好，就是有点小贵，两个人花了，最近300块钱。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1550,人特别多，上菜速度挺慢的，服务也不怎么样，但是菜还是可以的,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1551,菜品很好！虾趴着这个时候也很肥，就是菜上的有点慢，他家人太多了！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1560,生意太火爆了，排队等了好久……,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1561,口味比较重，而且服务态度也跟不上,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1562,护心肉好吃，还有鸡翅，小串，土豆丝推荐刀功一流味道不错，烤茄子酸不要在烤制的时候放，有一种过火糊蒜的味道。上你我妈说你们这还有青岛啤酒大罐的，今天朋友都不喝酒就没有点，下次的来尝尝，估计外面没有卖的。环境挺有意思的都是啤酒瓶子堆的隔断，价钱合理，我们刚好吃得挺饱的，期待下一次我们同学聚会还可以到这里来，就是没有车位，有点尴尬满意，总体值得推荐的一家串店！,Not Mentioned,Negative,Neutral,Positive,Positive
1568,口味比较重，而且服务也跟不上。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1574,上菜太慢，尤其加热烤串，时间拖了好久才上，说是厨师没时间，差差差,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1576,口味好吃，无可挑剔。推荐烤扇贝，螃蟹，海胆。海肠个人觉得口味不喜欢，爆炒虾，太油了。最不满意的是美团的店里付，什么东东，没有或者不能提前说明的，最后节不了账，享受不了优惠。。。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1579,第二次来了，味道一如既往的好，美中不足服务质量差点,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1605,不明白为什么那么多人说好 我很少吐槽但是不得不了这次 首先去的时候就找不到服务员点菜 然后我坐在楼下 没有炭 烤串上来后是凉的 烤串上也不放孜然辣椒粉什么了 单纯就是肉。再说烤一串的虾 是想咸死谁还是怎样 上面撒的是大粒大粒的海盐吗？这是我吃的最差的一次烧烤 没有之一 不会再去了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
1610,经常去，菜品可以，价钱挺贵啊，坏境也行，就是经理人不咋地小气，去吃饭找他給点的菜，菜点从了，他也不说，还給上，都没吃让他退还不給退。。,Not Mentioned,Negative,Negative,Neutral,Positive
1614,位置挺好的，口味也不错，就是上菜速度太慢了,Positive,Negative,Not Mentioned,Positive,Positive
1617,好，还不错，味道好，就是稍微有点贵了一点,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1618,好，味道好，服务好，就是有点稍微贵了一点,Not Mentioned,Positive,Negative,Not Mentioned,Positive
1622,周末带家人玩完了回来吃饭的，四个大人，一个小孩，点了一些串和炒菜，都吃饱了，还打包了菜，消费基本属于中等，比较推荐的是小串和干煸蝉蛹，本来点的辣炒虾爬子，结果服务员没点上，白等了老半天，整体结果还行，64比较合适,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
1623,口味还可以，最起码是大的烧烤店，能让人放心的吃。价钱不是太平民，但还是会选择它家的烧烤,Not Mentioned,Not Mentioned,Negative,Positive,Positive
1625,生蚝很好，就是有点贵！海胆也不错！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1635,所有的串都太咸了！！喊服务员老半天才过来！也再不想去了！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
1638,人比较多，一层没位置，去的地下，没有排风口，空间小，客户抽烟也无人制止，烟味混着烧烤味和着空气中的霉味。点了新品牛蛙，一个多小时后才上，汤味很棒，牛蛙切得太碎还没去蛙皮！,Not Mentioned,Negative,Not Mentioned,Negative,Positive
1641,还不错哦～飞蟹 扇贝还有鱼子肠都好好吃  不过服务态度不是很好  等了一会呢～,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1652,味道一般，上菜太慢，等了快一个小时才上来,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1655,肉串价位合适，海鲜小贵，适合朋友小聚撸串。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
1657,挺好的，就是大排档有点吵！菜的味道不错～好多人！,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
1660,一般吧，上菜太慢，等了快一个小时都没上菜,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1665,价格偏贵，味道还行，海胆很好吃,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1666,三人消费296元。菜品偏咸，烤茄子特别咸。糖醋大黄花不是49元，就剩一条了，1.3斤64元，不好吃。象拔蚌一般，红烧肉味道尚可，就是太咸。服务基本靠自助，建议菜品淡些，服务员多进行培训。苦菊双脆里面基本都是苦菊，鲜见蛰头。猪蹄都没有阿满食品的好吃,Not Mentioned,Neutral,Negative,Not Mentioned,Neutral
1667,味道很好 海鲜很新鲜 大连的海胆果然很大 就是上菜速度有点慢,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1669,涨价了，服务越来越差，上菜速度慢。,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned
1671,生吃海胆非常好持，价格有点小贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
1678,菜量很足，就是人太多，上菜速度有点慢,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1681,口味很不错，就是来吃饭的人太多要排队，太废神，不过还好，老婆最后还是很满意,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1683,正红旗菜品便宜，好吃不贵，量大，就是排队的时间长,Not Mentioned,Negative,Positive,Not Mentioned,Positive
1690,个别菜上的慢 好在味道不错 总体而言推荐品尝,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1691,有团购就很合适 没有就很贵 前两天看还是79一张 昨天就变成85一张了 不合适了 东西少 味道还行吧 没有吃出评价里面评价那么好的味道,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
1696,价钱合适，味道还不错，环境有点吵闹,Not Mentioned,Not Mentioned,Neutral,Negative,Positive
1699,不知道是不是去晚了，量偏少，总体还行吧,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
1700,菜口味不错，五一人太多了，海鲜涨价了，有的烧烤也没有了，不过整体很好,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1701,略贵，好吃,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1703,人很多很嘈杂 价涨得很快....,Not Mentioned,Not Mentioned,Neutral,Negative,Not Mentioned
1704,性价比不高，口味一般，价格真的贵！！！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1706,排好久队，味道的确可以，生蚝不是蒜蓉，很鲜！牛肉串很喜欢！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1710,贵得没有道理，菜品很难吃，给我安排的位置很差，菜很快就吹凉了,Not Mentioned,Negative,Negative,Negative,Negative
1711,肉类的有点偏咸，后悔没点高价海鲜，有机会再来。十几元一排的虾不要点，一个人吃猪脚有点腻。,Not Mentioned,Not Mentioned,Neutral,Not Mentioned,Negative
1712,今天刚吃的，是不是因为全点海鲜的缘故，价格有点高，这个季节点螃蟹不好公的，护心肉很好吃可以点，炖鲍鱼也很好吃，如果全点海鲜希望有个心里准备。 #烤护心肉# #心管炖鲍鱼#,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1714,环境干净整洁 服务到位  去晚了需要等位  回头客了  大连烧烤他家很专业了 海鲜也非常新鲜  味道非常好 第二次光顾 价格不便宜三个人500左右  菜品质量味道好的同时 价格也高  总体来说还不错 推荐菜 海胆蒸蛋,Not Mentioned,Positive,Negative,Positive,Positive
1717,位置很好找，里面位置很多，去的时候不是饭点人就还好，服务也还可以，点菜是在前面点，本来是想吃大家说的海胆蒸蛋，结果忘说蒸蛋了……emmmmOK吧，两只海胆一个有一个看起来不太好？图片是还没吃刚上来的样子，就酱。海鲜种类很多，味道一般，沿海人民jio得性价有点低了。,Positive,Positive,Negative,Not Mentioned,Neutral
1721,还可以，就是有点小贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1725,挺好吃的，海鲜比较新鲜，人特别多，就是价格贵，外地人去多问问价格,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1727,人好多啊，人均消费还算比较高的,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
1728,口味不错，两人点多了，没吃完。人多菜慢，催了几次。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1734,海鲜很新鲜，很好吃，有点小贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1738,最主要是服务差，点个菜必须要上楼，和服务员说话，服务员都不搭理你,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1742,价格超贵，服务态度还不好，不建议来,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned
1744,首先说说美团推荐的特色牛舌。护心肉。根本不入味。最少要有点咸淡味啊。 其次别的烤串都不如路边摊好。再说海鲜。生蚝。扇贝海螺。根本不好吃。不知道好评怎么来的。就这个456两个人在品海楼完完全全可以吃一顿好好好好的海鲜大餐。真心的感觉特别坑。456想想都感觉不值。特别推荐外地来的游客朋友们。去品海楼尝尝。绝对物超所值,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
1747,味道好，品种多，但是价格也不便宜，海鲜很贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1753,菜做得还不错，价格稍贵，中体还行,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1769,已经来了很多次了，味道一如既往的不错，唯一不好的地方就是因为人太多了，有些吵.,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
1779,溜鱼片不咋地，牛舌很好吃，人多，走菜有点慢，总的来说还不错。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1789,基本上每周能去一次，只不过团购价钱涨了,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
1815,挺好的，和闺蜜一起去的，感觉海鲜有点贵，其他都还好,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1816,只能说太一般了，小串还行吧，护心肉太硬了，牙口好的可以，烤鸟贝量少且难吃,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
1818,口味非常不错，就是人多太吵了！,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
1825,菜品不错，护心肉挺好吃，特色。就是服务员管理的不行，掉档次,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1826,简直一塌糊涂，告诉不要辣的，还是上辣的，告诉服务员，说换不了，给我们个刷子让我们刷刷吃，真的败给他了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1836,环境可以上菜太慢，味道不错，服务一般,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1841,环境服务都一般，菜上的太慢了，,Not Mentioned,Negative,Not Mentioned,Neutral,Neutral
1847,来了很多次了 真的不错 就是人太多了  有几次都得排队,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1878,现在人真的很多，但是服务真的不想说，口味也不怎么样,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1880,菜不错，海鲜新鲜，人多，服务员太忙，上菜慢,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1882,味道一般，很咸；价格贵，海螺59一斤！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1883,人太多，服务跟不上啊。上菜比较慢，味道不错，喜欢烤牛舌。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1890,感觉没有以前好吃了！而且只能在前台站着点菜！服务员态度还不错！但是环境有些乱哄哄的！结账的时候才团购的！周围都是空啤酒瓶子装饰的！挺有意思！,Not Mentioned,Positive,Neutral,Negative,Neutral
1891,总体不错，价格不贵，因为烧烤环境肯定吵，不过还能忍受,Not Mentioned,Not Mentioned,Neutral,Negative,Not Mentioned
1894,非常好，不过晚上人多，上菜有点慢，海鲜偏贵,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1897,味道正宗，环境不错，就是价格稍微贵一点，不过值得品尝一下。不枉大连一行,Not Mentioned,Not Mentioned,Negative,Positive,Positive
1898,垃圾 实在太垃圾了 等了一个小时还没上菜 还有点了还点错了 没给点上的 真的很差劲,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1901,上菜比较慢，口味还可以，价位合理。海鲜种类齐全,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
1915,味道不错，也许人多服务员忙不过来，最后点的会慢一些，总体不错，还会再来,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1917,上菜比较慢，价位合理，桃花虾很好吃,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
1954,就是黄蚬子里面沙子太多 服务员二话不说就给退了，海胆很新鲜。就是烤鱿鱼太咸了 味道还是不错的,Not Mentioned,Positive,Not Mentioned,Negative,Neutral
1956,环境，菜味都不错，就是停车麻烦,Not Mentioned,Negative,Not Mentioned,Positive,Positive
1968,还可以吧…服务态度不是很好，需要加强,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1974,烤串太咸，本身自己口就很重了，但还是太咸了。口味也一般，失望，不像朋友介绍那么好。服务员也不灵光，上错菜，我们反映不是我的菜，但她看眼单子说是，就走了，我们自己看原来服务员看的是隔壁单子，哎,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1977,喝酒的地方，猪蹄和护心肉好吃，希望盐焗鸡胗做好点。总之不错。可惜没有青岛淡爽。纯生太贵4人喝4箱酒钱就奔600了,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1983,吃喝绝对没问题，老板娘也很和善，就是稍微有点贵，团购完还人均150多。也可能我们喝的有点多,Not Mentioned,Positive,Negative,Not Mentioned,Neutral
1987,紫航旗下的，所以价格较贵，可能过节吧!菜上的比较慢，最后上的只好打包带走。,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned
1988,三个人消费八百多点团购后680还是可以的，楼下包间跟楼上比太差了，一次性餐具太太太太太脏了简直是哎。赶快换餐具供应商吧，太恶心了。以后只去一楼包间不要一次性餐具，其它都不错的。,Not Mentioned,Not Mentioned,Neutral,Negative,Not Mentioned
1993,很不错，还会再去。就是服务员有点慌，上菜给菜给酒洒了什么的好几次…还得练啊,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1996,环境凑合，烧烤店就是比较吵，肉类确实不错，海鲜就算了吧。不用团购的话价格确实小贵,Not Mentioned,Not Mentioned,Negative,Negative,Neutral
2015,有点小贵。四个人两男两女没吃啥花了400多。而且女的不怎么吃。烤夏威夷贝千万别点。***啊,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
2048,上菜太慢了…点个菜得等20到30分钟才能上来…,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2053,环境服务口味都不错，就是价位有点小贵啊,Not Mentioned,Positive,Negative,Positive,Positive
2054,各方面都不错，环境尤为喜欢，价位小贵,Not Mentioned,Not Mentioned,Negative,Positive,Not Mentioned
2068,挺好，就是不便宜！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
2072,菜品口味可以，海鲜超贵，一斤皮皮虾99点了半斤，非常小，就是新鲜度还可以，油边好吃,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2073,味道好，材料新鲜，就是贵！可是吃了还想吃。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2075,很好，就是服务员忒傲气！瞧不起人的感觉,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2078,海鲜还好，但是真心贵，贵，贵，贵，贵，贵，贵。。。。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2079,口味but 错就是量是不是太少了呢,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
